,date,open,close,high,low,sema,lema,dif,dea,macd
485,2018-01-11,4.73,4.57,4.74,4.56,4.602829673020088,4.375559731562145,0.23,0.22,0.020000000000000018
486,2018-01-12,4.56,4.58,4.63,4.54,4.599317415632382,4.390703455150134,0.21,0.22,-0.020000000000000018
487,2018-01-15,4.59,4.6,4.66,4.51,4.599422428612016,4.40620690291679,0.19,0.21,-0.03999999999999998
488,2018-01-16,4.6,4.74,4.75,4.59,4.62104974728709,4.430932317515547,0.19,0.21,-0.03999999999999998
489,2018-01-17,4.74,4.59,4.75,4.55,4.616272863089076,4.442715108810692,0.17,0.2,-0.06
490,2018-01-18,4.57,4.66,4.66,4.51,4.623000114921526,4.458810285935826,0.16,0.19,-0.06
491,2018-01-19,4.67,4.63,4.75,4.61,4.6240770203182135,4.471491005496135,0.15,0.19,-0.08000000000000002
492,2018-01-22,4.63,4.6,4.64,4.53,4.620372863346181,4.4810101902741994,0.14,0.18,-0.07999999999999996
493,2018-01-23,4.6,4.78,4.8,4.56,4.644930884369845,4.503157583587222,0.14,0.17,-0.06
494,2018-01-24,4.77,4.77,4.83,4.71,4.664172286774485,4.522923688506687,0.14,0.16,-0.03999999999999998
495,2018-01-25,4.74,4.87,4.96,4.72,4.69583808880918,4.548633044913599,0.15,0.16,-0.020000000000000018
496,2018-01-26,4.87,4.88,4.91,4.83,4.724170690530844,4.573178745290369,0.15,0.16,-0.020000000000000018
497,2018-01-29,4.9,4.65,4.91,4.61,4.71275981506456,4.578869208602193,0.13,0.15,-0.03999999999999998
498,2018-01-30,4.61,4.53,4.66,4.53,4.684642920439243,4.575249267224253,0.11,0.14,-0.060000000000000026
499,2018-01-31,4.56,4.58,4.63,4.53,4.668544009602437,4.575601173355789,0.09,0.13,-0.08000000000000002
500,2018-02-01,4.59,4.43,4.61,4.35,4.631844931202062,4.56481590125536,0.07,0.12,-0.09999999999999998
501,2018-02-02,4.4,4.49,4.49,4.3,4.610022634094053,4.559273982643853,0.05,0.11,-0.12
502,2018-02-05,4.41,4.58,4.61,4.37,4.605403767310352,4.560809243188753,0.04,0.09,-0.09999999999999999
503,2018-02-06,4.5,4.41,4.58,4.41,4.575341649262605,4.549638188137734,0.03,0.08,-0.1
504,2018-02-07,4.51,4.36,4.53,4.23,4.542212164760666,4.535590914942346,0.01,0.07,-0.12000000000000001
505,2018-02-08,4.36,4.3,4.42,4.25,4.5049487547974865,4.518139736057727,-0.01,0.05,-0.12000000000000001
506,2018-02-09,4.1,4.03,4.18,3.91,4.431879715597873,4.481981237090488,-0.05,0.03,-0.16
507,2018-02-12,4.05,4.06,4.12,3.99,4.374667451659739,4.450723367676377,-0.08,0.01,-0.18
508,2018-02-13,4.12,4.14,4.18,4.09,4.338564766789009,4.4277068219225715,-0.09,-0.01,-0.16
509,2018-02-14,4.1,4.12,4.15,4.07,4.304939418052238,4.40491372400238,-0.1,-0.03,-0.14
510,2018-02-22,4.19,4.19,4.21,4.12,4.287256430659586,4.388994188891092,-0.1,-0.04,-0.12000000000000001
511,2018-02-23,4.21,4.19,4.23,4.16,4.272293902865805,4.374253878602863,-0.1,-0.05,-0.1
512,2018-02-26,4.22,4.32,4.35,4.21,4.279633302424912,4.370235072780429,-0.09,-0.06,-0.06
513,2018-02-27,4.32,4.29,4.34,4.25,4.281228178974926,4.364291734055953,-0.08,-0.07,-0.01999999999999999
514,2018-02-28,4.28,4.24,4.28,4.18,4.274885382209553,4.355084938940697,-0.08,-0.07,-0.01999999999999999
515,2018-03-01,4.19,4.23,4.25,4.18,4.267979938792699,4.345819387908054,-0.08,-0.07,-0.01999999999999999
516,2018-03-02,4.2,4.21,4.23,4.16,4.259059948209207,4.335758692507457,-0.08,-0.07,-0.01999999999999999
517,2018-03-05,4.21,4.23,4.23,4.16,4.2545891869462515,4.3279247152846825,-0.07,-0.07,0.0
518,2018-03-06,4.24,4.32,4.33,4.18,4.26465238895452,4.3273376993376695,-0.06,-0.07,0.020000000000000018
519,2018-03-07,4.32,4.34,4.42,4.29,4.276244329115363,4.32827564753488,-0.05,-0.07,0.04000000000000001
520,2018-03-08,4.33,4.35,4.36,4.31,4.287591355405307,4.329884858828592,-0.04,-0.06,0.039999999999999994
521,2018-03-09,4.35,4.33,4.37,4.28,4.294115762266029,4.329893387804252,-0.04,-0.06,0.039999999999999994
522,2018-03-12,4.35,4.34,4.36,4.31,4.301174875763563,4.330642025744678,-0.03,-0.05,0.04000000000000001
523,2018-03-13,4.33,4.27,4.33,4.27,4.296378741030707,4.3261500238376644,-0.03,-0.05,0.04000000000000001
524,2018-03-14,4.25,4.2,4.26,4.19,4.281551242410598,4.316805577627467,-0.04,-0.04,0.0
525,2018-03-15,4.17,4.2,4.23,4.17,4.269004897424352,4.308153312618026,-0.04,-0.04,0.0
526,2018-03-16,4.2,4.15,4.22,4.15,4.2506964516667605,4.296438252424098,-0.05,-0.04,-0.020000000000000004
527,2018-03-19,4.14,4.18,4.22,4.1,4.239820074487259,4.28781319668898,-0.05,-0.04,-0.020000000000000004
528,2018-03-20,4.14,4.19,4.2,4.12,4.232155447643065,4.280567774712018,-0.05,-0.05,0.0
529,2018-03-21,4.18,4.12,4.22,4.12,4.214900763390286,4.26867386547409,-0.05,-0.05,0.0
530,2018-03-22,4.11,4.09,4.16,4.08,4.195685261330242,4.255438764327861,-0.06,-0.05,-0.01999999999999999
531,2018-03-23,3.96,3.95,3.97,3.76,4.157887528817898,4.232813670673946,-0.07,-0.05,-0.04000000000000001
532,2018-03-26,3.85,3.91,3.91,3.81,4.1197509859228365,4.208901546920321,-0.09,-0.06,-0.06
533,2018-03-27,3.95,3.94,3.97,3.91,4.092096988088555,4.188982913815111,-0.1,-0.07,-0.06
534,2018-03-28,3.91,3.82,3.91,3.79,4.050235912998008,4.161650846125102,-0.11,-0.08,-0.06
535,2018-03-29,3.84,3.92,3.94,3.8,4.030199618690622,4.1437507834491685,-0.11,-0.08,-0.06
536,2018-03-30,3.92,3.9,3.93,3.86,4.010168908122834,4.125695169860341,-0.12,-0.09,-0.06
537,2018-04-02,3.9,3.98,4.03,3.88,4.005527537642398,4.114902935055871,-0.11,-0.09,-0.04000000000000001
538,2018-04-03,3.94,3.93,4.0,3.91,3.9939079164666444,4.101206421348029,-0.11,-0.1,-0.01999999999999999
539,2018-04-04,3.93,3.89,3.97,3.88,3.977922083164084,4.085561501248175,-0.11,-0.1,-0.01999999999999999
540,2018-04-09,3.88,3.86,3.89,3.81,3.959780224215763,4.068853241896458,-0.11,-0.1,-0.01999999999999999
541,2018-04-10,3.88,3.99,4.01,3.88,3.9644294204902617,4.063012261015239,-0.1,-0.1,0.0
542,2018-04-11,4.0,4.01,4.05,3.97,3.9714402788763747,4.059085426865962,-0.09,-0.1,0.020000000000000018
543,2018-04-12,4.0,4.04,4.08,4.0,3.981987928280009,4.057671691542557,-0.08,-0.09,0.01999999999999999
544,2018-04-13,4.04,4.01,4.08,4.0,3.986297477775392,4.054140455131996,-0.07,-0.09,0.03999999999999998
545,2018-04-16,4.04,3.97,4.07,3.94,3.9837901735022547,4.047907828825923,-0.06,-0.08,0.04000000000000001
546,2018-04-17,3.98,3.95,4.02,3.95,3.9785916852711387,4.04065539706104,-0.06,-0.08,0.04000000000000001
547,2018-04-18,4.0,4.04,4.05,3.95,3.9880391183063484,4.040606849130593,-0.05,-0.07,0.04000000000000001
548,2018-04-19,4.05,4.03,4.08,4.01,3.9944946385669104,4.039821156602401,-0.05,-0.07,0.04000000000000001
549,2018-04-20,4.02,3.96,4.02,3.94,3.9891877710950783,4.033908478335557,-0.04,-0.06,0.039999999999999994
550,2018-04-23,3.96,3.97,4.0,3.9,3.98623580631122,4.029174516977368,-0.04,-0.06,0.039999999999999994
551,2018-04-24,3.98,4.07,4.08,3.98,3.9991226053402635,4.032198626830897,-0.03,-0.05,0.04000000000000001
552,2018-04-25,4.05,4.06,4.07,4.02,4.008488358364838,4.034257987806386,-0.03,-0.05,0.04000000000000001
553,2018-04-26,4.09,4.03,4.11,4.02,4.011797841693324,4.03394258130221,-0.02,-0.04,0.04
554,2018-04-27,4.05,4.04,4.06,4.0,4.016136635278967,4.034391278983527,-0.02,-0.04,0.04
555,2018-05-02,4.05,4.08,4.08,4.03,4.025961768312971,4.037769702762525,-0.01,-0.03,0.039999999999999994
556,2018-05-03,4.06,4.14,4.16,4.04,4.043506111649437,4.045342317372707,-0.0,-0.03,0.06
557,2018-05-04,4.14,4.16,4.17,4.1,4.061428248318754,4.053835479048803,0.01,-0.02,0.06
